	Code	Name	ROE	PM	EY	ROE_Rank	PM_Rank	Total_Rank
0	060570	드림어스컴퍼니	-1.74	-2.2162162162162162	-0.020149602160497913	1725.0	1776.0	3501.0
0	363260	모비데이즈	-2.28	-1.6307513104251603	-0.0185863445461424	1755.0	1749.0	3504.0
0	347000	센코	-2.88	-1.3465346534653466	0.023295799740834226	1778.0	1726.0	3504.0
0	083470	이엠앤아이	-2.95	-1.2987012987012987	-0.048368061601563254	1784.0	1722.0	3506.0
0	011700	한신기계	-2.15	-1.8074074074074076	-0.060501532495415115	1747.0	1760.0	3507.0
0	084650	랩지노믹스	-2.14	-1.9090909090909092	-0.02320090620010099	1746.0	1764.0	3510.0
0	405920	나라셀라	-1.85	-2.2409638554216866	0.003980598562605859	1732.0	1779.0	3511.0
0	089030	테크윙	-4.15	-0.6352040816326531	0.0018652618757726265	1827.0	1688.0	3515.0
0	317330	덕산테코피아	-4.05	-0.8620320855614974	-0.005254127085046309	1819.0	1698.0	3517.0
0	241770	메카로	-1.25	-3.0275229357798166	-0.10269099952049343	1697.0	1821.0	3518.0
0	054940	엑사이엔씨	-1.24	-3.074866310160428	0.050399002088861555	1696.0	1822.0	3518.0
0	046390	삼화네트웍스	-2.17	-2.0223152022315203	-0.022357448350381757	1749.0	1771.0	3520.0
0	109820	진매트릭스	-3.78	-1.1956521739130435	-0.03422317231832697	1809.0	1716.0	3525.0
0	039200	오스코텍	-5.06	-0.3364485981308411	-0.004322467610309373	1863.0	1663.0	3526.0
0	065660	안트로젠	-2.41	-1.9863945578231295	-0.03224874277327806	1758.0	1770.0	3528.0
0	026150	특수건설	-2.17	-2.249134948096886	0.013418072576529707	1749.0	1780.0	3529.0
0	389020	자람테크놀로지	-4.67	-0.620384047267356	-0.01005736047926675	1843.0	1686.0	3529.0
0	251370	와이엠티	-2.33	-2.0971563981042656	-0.013841419548306035	1756.0	1773.0	3529.0
0	040300	YTN	-1.68	-2.9069767441860463	-0.043892769492165376	1720.0	1811.0	3531.0
0	000250	삼천당제약	-5.27	-0.33688212927756656	0.0030165007303231063	1868.0	1664.0	3532.0
0	053280	예스24	-1.8	-2.799227799227799	0.01674364896073903	1730.0	1804.0	3534.0
0	003520	영진약품	-4.32	-0.8879492600422833	0.00648343035455716	1833.0	1701.0	3534.0
0	184230	SGA솔루션즈	-1.74	-2.9069767441860463	0.022126657754729745	1725.0	1811.0	3536.0
0	012600	청호ICT	-3.48	-1.5261044176706828	0.0051540217553319905	1801.0	1740.0	3541.0
0	081150	티플랙스	-1.41	-3.4074074074074074	-0.011474592192993462	1706.0	1840.0	3546.0
0	003610	방림	-2.1	-2.824207492795389	-0.023371201139511362	1743.0	1805.0	3548.0
0	362320	청담글로벌	-3.71	-1.5363881401617252	0.02986037602490502	1807.0	1741.0	3548.0
0	128820	대성산업	-1.05	-3.8620689655172415	0.027893953335543578	1688.0	1862.0	3550.0
